primary_category,Park,Sample_number,Species,Sex,Age,Date_of_sample_collection,Season,Value_sum_quantified_by_category,Value_min,Value_max,Detected_by_category
Industrial chemical,Bay_Wald,A39,C. elaphus,Male,Subadult,2024-01-31,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A40,C. elaphus,Male,Adult,2024-01-30,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A54,C. elaphus,Female,Adult,2024-12-02,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A55,C. elaphus,Male,Subadult,2025-01-04,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A59,C. elaphus,Male,Adult,2024-10-16,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A62,C. elaphus,Male,Adult,2024-11-13,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A63,C. elaphus,Male,Adult,2024-11-19,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A64,C. elaphus,Male,Subadult,2024-10-22,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A65,C. elaphus,Female,Adult,2024-11-24,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A67,C. elaphus,Male,Adult,2024-10-31,Winter 2024/25,2.45952115997969,2.45952115997969,14.45952115997969,Quantified
Industrial chemical,Bay_Wald,A68,C. elaphus,Male,Subadult,2024-10-13,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A72,C. elaphus,Female,Adult,2024-12-29,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A73,C. elaphus,Male,Adult,2024-10-27,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A76,C. elaphus,Female,Adult,2024-12-19,Winter 2024/25,1.45521598250881,1.45521598250881,13.45521598250881,Quantified
Industrial chemical,Bay_Wald,A77,C. elaphus,Male,Fawn,2024-11-25,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A80,C. elaphus,Male,Fawn,2025-01-27,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A83,C. elaphus,Male,Adult,2025-01-14,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A85,C. elaphus,Female,Adult,2024-11-25,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A89,C. elaphus,Male,Fawn,2024-12-19,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A91,C. elaphus,Male,Adult,2024-09-27,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A92,C. elaphus,Male,Adult,2024-12-18,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A94,C. elaphus,Male,Fawn,2024-12-19,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A95,C. elaphus,Male,Adult,2024-12-18,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A96,C. elaphus,Male,Adult,2024-12-13,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Bay_Wald,A99,C. elaphus,Female,Fawn,2024-12-19,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Eifel,Z01,C. elaphus,Female,Adult,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z02,C. elaphus,Male,Subadult,2023-11-21,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z03,C. elaphus,Female,Fawn,2023-11-21,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z04,C. elaphus,Male,Fawn,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z05,C. elaphus,Female,Adult,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z06,C. elaphus,Female,Adult,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z07,C. elaphus,Male,Subadult,2023-11-21,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z08,C. elaphus,Male,Subadult,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z09,C. elaphus,Male,Subadult,2023-11-23,Winter 2023/24,77.2932117847974,77.2932117847974,80.2932117847974,Quantified
Industrial chemical,Eifel,Z10,C. elaphus,Male,Fawn,2023-11-23,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z100,C. elaphus,Male,Fawn,2024-09-04,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z11,C. elaphus,Female,Fawn,2023-11-23,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z12,C. elaphus,Female,Adult,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z13,C. elaphus,Male,Fawn,2023-11-21,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z14,C. elaphus,Male,Subadult,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z15,C. elaphus,Male,Subadult,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z16,C. elaphus,Female,Fawn,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z17,C. elaphus,Male,Subadult,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z18,C. elaphus,Male,Fawn,2023-11-29,Winter 2023/24,213.301180989004,213.301180989004,216.301180989004,Quantified
Industrial chemical,Eifel,Z19,C. elaphus,Female,Fawn,2023-12-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z20,C. elaphus,Female,Fawn,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z21,C. elaphus,Female,Subadult,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z22,C. elaphus,Female,Adult,2023-12-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z23,C. elaphus,Male,Fawn,2023-11-23,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z24,C. elaphus,Female,Fawn,2023-12-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z25,C. elaphus,Male,Fawn,2023-12-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z26,C. elaphus,Female,Adult,2023-12-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z27,C. elaphus,Male,Fawn,2023-12-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z28,C. elaphus,Male,Fawn,2023-12-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z29,C. elaphus,Female,Fawn,2023-12-16,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z30,C. elaphus,Male,Fawn,2023-12-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z31,C. elaphus,Male,Fawn,2023-10-26,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z32,C. elaphus,Male,Fawn,2023-10-26,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z33,C. elaphus,Female,Fawn,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z34,C. elaphus,Female,Fawn,2023-12-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z35,C. elaphus,Male,Fawn,2023-11-29,Winter 2023/24,17.0785775249276,17.0785775249276,20.0785775249276,Quantified
Industrial chemical,Eifel,Z36,C. elaphus,Male,Fawn,2023-12-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z37,C. elaphus,Male,Fawn,2023-11-29,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z38,C. elaphus,Female,Adult,2023-11-29,Winter 2023/24,17.76867629408184,17.76867629408184,20.76867629408184,Quantified
Industrial chemical,Eifel,Z39,C. elaphus,Female,Adult,2023-11-23,Winter 2023/24,27.335751593297,27.335751593297,30.335751593297,Quantified
Industrial chemical,Eifel,Z40,C. elaphus,Male,Fawn,2023-11-23,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z41,C. elaphus,Male,Subadult,2023-11-23,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z42,C. elaphus,Female,Fawn,2023-11-23,Winter 2023/24,22.6238712121784,22.6238712121784,25.6238712121784,Quantified
Industrial chemical,Eifel,Z43,C. elaphus,Male,Subadult,2023-11-23,Winter 2023/24,4.80094640995916,4.80094640995916,16.80094640995916,Quantified
Industrial chemical,Eifel,Z44,C. elaphus,Female,Fawn,2023-11-23,Winter 2023/24,23.9772361072584,23.9772361072584,26.9772361072584,Quantified
Industrial chemical,Eifel,Z45,C. elaphus,Female,Fawn,2023-10-26,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z46,C. elaphus,Male,Fawn,2023-10-26,Winter 2023/24,11.28052236048018,11.28052236048018,14.28052236048018,Quantified
Industrial chemical,Eifel,Z47,C. elaphus,Female,Fawn,2023-10-26,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z48,C. elaphus,Female,Adult,2023-10-26,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z49,C. elaphus,Female,Fawn,2023-10-26,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z50,C. elaphus,Male,Subadult,2023-11-23,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Eifel,Z51,C. elaphus,Female,Fawn,2024-09-07,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z52,C. elaphus,Female,Fawn,2024-08-29,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z53,C. elaphus,Male,Adult,2024-08-27,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z54,C. elaphus,Female,Fawn,2024-09-10,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z55,C. elaphus,Male,Fawn,2024-08-23,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z56,C. elaphus,Female,Subadult,2024-08-28,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z57,C. elaphus,Male,Adult,2024-09-12,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z59,C. elaphus,Male,Fawn,2024-09-13,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z61,C. elaphus,Male,Adult,2024-08-19,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z62,C. elaphus,Female,Fawn,2024-08-18,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z63,C. elaphus,Male,Adult,2024-08-22,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z64,C. elaphus,Female,Fawn,2024-08-09,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z65,C. elaphus,Female,Subadult,2024-08-20,Summer 2024,1.21634350485487,1.21634350485487,13.21634350485487,Quantified
Industrial chemical,Eifel,Z66,C. elaphus,Female,Fawn,2024-08-05,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z67,C. elaphus,Male,Adult,2024-08-09,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z68,C. elaphus,Female,Adult,2024-08-18,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z69,C. elaphus,Female,Subadult,2024-08-09,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z70,C. elaphus,Male,Fawn,2024-08-06,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z71,C. elaphus,Female,Fawn,2024-08-03,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z73,C. elaphus,Female,Fawn,2024-08-03,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z76,C. elaphus,Female,Adult,2024-08-07,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z78,C. elaphus,Female,Fawn,2024-08-02,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z79,C. elaphus,Female,Adult,2024-08-03,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z80,C. elaphus,Female,Fawn,2024-08-07,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z91,C. elaphus,Male,Subadult,2024-05-29,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z92,C. elaphus,Female,Fawn,2024-08-19,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z96,C. elaphus,Female,Adult,2024-09-04,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z97,C. elaphus,Female,Fawn,2024-09-11,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Eifel,Z99,C. elaphus,Female,Fawn,2024-08-08,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hainich,C01,D. dama,Female,Subadult,2023-12-09,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C02,C. elaphus,Male,Subadult,2023-12-12,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C03,C. elaphus,Female,Fawn,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C04,C. elaphus,Male,Fawn,2023-11-28,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C05,D. dama,Male,Fawn,2024-01-15,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C06,C. elaphus,Female,Fawn,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C07,D. dama,Female,Adult,2023-12-12,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C08,D. dama,Female,Subadult,2023-11-18,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C09,D. dama,Female,Subadult,2024-01-13,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C10,C. elaphus,Male,Fawn,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C100,D. dama,Female,Fawn,2024-09-25,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hainich,C11,C. elaphus,Female,Subadult,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C12,D. dama,Female,Subadult,2023-11-28,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C13,C. elaphus,Female,Fawn,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C14,C. elaphus,Male,Subadult,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C15,D. dama,Male,Fawn,2023-11-14,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C16,D. dama,Female,Fawn,2023-11-14,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C17,D. dama,Male,Subadult,2023-11-28,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C18,D. dama,Male,Subadult,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C19,C. elaphus,Female,Adult,2023-11-14,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C20,C. elaphus,Female,Adult,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C21,D. dama,Male,Fawn,2023-12-12,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C22,C. elaphus,Male,Fawn,2023-11-28,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C23,D. dama,Female,Fawn,2023-11-28,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C24,C. elaphus,Male,Subadult,2023-12-12,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C25,C. elaphus,Male,Fawn,2023-12-12,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C26,D. dama,Male,Fawn,2023-12-12,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C27,C. elaphus,Female,Fawn,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C28,D. dama,Female,Adult,2023-11-28,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C29,C. elaphus,Male,Fawn,2023-11-18,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C30,C. elaphus,Male,Subadult,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C31,D. dama,Male,Fawn,2023-11-04,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C32,C. elaphus,Female,Subadult,2023-11-28,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C33,C. elaphus,Female,Adult,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C34,D. dama,Female,Adult,2023-11-04,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C35,D. dama,Male,Fawn,2023-12-09,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C36,D. dama,Female,Adult,2024-01-15,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C37,C. elaphus,Female,Subadult,2023-12-09,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C38,C. elaphus,Female,Fawn,2023-11-14,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C39,D. dama,Female,Fawn,2023-11-18,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C40,C. elaphus,Female,Adult,2023-12-12,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C41,C. elaphus,Male,Subadult,2023-11-28,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C42,C. elaphus,Male,Fawn,2023-12-09,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C43,D. dama,Female,Subadult,2023-11-18,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C44,D. dama,Female,Subadult,2023-12-09,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C45,D. dama,Male,Fawn,2023-11-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C46,D. dama,Female,Subadult,2023-11-18,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C47,D. dama,Female,Adult,2023-12-12,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C48,D. dama,Male,Fawn,2023-11-18,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C49,D. dama,Female,Adult,2023-11-07,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C50,D. dama,Male,Subadult,2023-12-12,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hainich,C87,C. elaphus,Female,Fawn,2024-10-02,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hainich,C91,D. dama,Male,Fawn,2024-09-18,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hainich,C94,C. elaphus,Male,Fawn,2024-09-25,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hainich,C96,D. dama,Female,Adult,2024-09-18,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D01,C. elaphus,Female,Subadult,2024-08-22,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D02,C. elaphus,Female,Adult,2024-08-13,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D03,C. elaphus,Male,Fawn,2024-08-19,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D04,C. elaphus,Female,Fawn,2024-08-14,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D05,C. elaphus,Female,Adult,2024-08-14,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D06,C. elaphus,Male,Fawn,2024-08-22,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D07,C. elaphus,Female,Adult,2024-08-08,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D08,C. elaphus,Male,Subadult,2024-08-14,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D09,C. elaphus,Female,Fawn,2024-08-23,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D10,C. elaphus,Female,Fawn,2024-08-13,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D11,C. elaphus,Male,Subadult,2023-11-17,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D13,C. elaphus,Female,Subadult,2023-11-17,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D14,C. elaphus,Male,Subadult,2023-12-08,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D18,C. elaphus,Male,Subadult,2023-11-17,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D19,C. elaphus,Male,Subadult,2023-11-17,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D20,C. elaphus,Female,Adult,2023-11-25,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D21,C. elaphus,Male,Adult,2024-12-05,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D22,C. elaphus,Male,Adult,2024-12-12,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D24,C. elaphus,Male,Adult,2024-12-05,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D25,C. elaphus,Male,Subadult,2024-12-12,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D27,C. elaphus,Female,Fawn,2024-11-21,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D28,C. elaphus,Female,Fawn,2024-12-05,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D29,C. elaphus,Male,Fawn,2024-12-05,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D41,C. elaphus,Female,Fawn,2024-08-03,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D42,C. elaphus,Female,Subadult,2024-08-03,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D43,C. elaphus,Female,Fawn,2024-08-11,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D45,C. elaphus,Female,Fawn,2024-08-04,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D46,C. elaphus,Male,Fawn,2024-08-05,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D47,C. elaphus,Male,Fawn,2024-08-11,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D48,C. elaphus,Female,Adult,2024-08-04,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D49,C. elaphus,Female,Fawn,2024-08-08,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D50,C. elaphus,Male,Fawn,2024-08-13,Summer 2024,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D51,C. elaphus,Male,Adult,2024-12-05,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D52,C. elaphus,Male,Fawn,2024-12-05,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D53,C. elaphus,Male,Adult,2024-12-12,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D54,C. elaphus,Female,Fawn,2024-10-17,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D55,C. elaphus,Male,Subadult,2024-12-05,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D58,C. elaphus,Male,Subadult,2024-10-17,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D59,C. elaphus,Female,Subadult,2024-10-17,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D62,C. elaphus,Male,Subadult,2024-10-23,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D63,C. elaphus,Female,Fawn,2024-10-23,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D64,C. elaphus,Female,Fawn,2024-10-17,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D67,C. elaphus,Male,Subadult,2024-10-23,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D68,C. elaphus,Male,Adult,2024-10-17,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D70,C. elaphus,Male,Subadult,2024-12-05,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D71,C. elaphus,Male,Adult,2024-12-12,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D72,C. elaphus,Female,Subadult,2024-10-23,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D73,C. elaphus,Female,Adult,2024-10-17,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D74,C. elaphus,Male,Subadult,2024-12-12,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D76,C. elaphus,Male,Fawn,2024-10-23,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D77,C. elaphus,Male,Fawn,2024-10-17,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D78,C. elaphus,Female,Fawn,2024-10-17,Winter 2024/25,0,1e-6,13,Detected
Industrial chemical,Hunsrueck,D80,C. elaphus,Male,Fawn,2024-10-17,Winter 2024/25,4.1341906183422,4.1341906183422,16.1341906183422,Quantified
Industrial chemical,Jasmund,G01,C. elaphus,Female,Adult,2024-01-08,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G02,C. elaphus,Male,Fawn,2023-11-25,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G03,D. dama,Female,Adult,2023-11-14,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G04,C. elaphus,Male,Fawn,2023-11-18,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G05,D. dama,Female,Fawn,2023-11-18,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G06,D. dama,Male,Fawn,2023-12-05,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G07,D. dama,Male,Adult,2024-01-08,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G08,D. dama,Female,Adult,2023-11-18,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G09,C. elaphus,Female,Fawn,2023-11-25,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G10,D. dama,Male,Fawn,2023-12-19,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G11,D. dama,Male,Fawn,2023-12-11,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G12,D. dama,Female,Subadult,2023-11-17,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G13,D. dama,Female,Adult,2023-12-19,Winter 2023/24,0,1e-6,13,Detected
Industrial chemical,Jasmund,G14,C. elaphus,Female,Adult,2023-11-18,Winter 2023/24,0,1e-6,13,Detected
