Sample_number,Species,Sex,Age,Date_of_sample_collection,"2,2',3,4,4',5,5'-Heptachlorobiphenyl (PCB #180)","2,2',3,4,4',5'-Hexachlorobiphenyl (PCB #138)","2,2',4,4',5,5'-Hexachlorobiphenyl (PCB #153)","2,2',4,5,5'-Pentachlorobiphenyl (PCB #101)",Acenaphthene,Avobenzone,BHC-beta,Caffeine,"DDE-p,p'",DEHA (Di(2-ethylhexyl) adipate),DINCH (Diisononyl hexahydrophthalate),DPHP (Bis(2-propylheptyl) phthalate),EHS (2-Ethylhexyl salicylate),Epoxiconazole,Fluopyram,Fluorene,Galaxolide,OC (Octocrylene),Oxybenzone,Phenanthrene,Tetraconazole,Triphenyl phosphate,UV 328,Uvinul A Plus,Park,(-)-Cotinine,17α-Ethinylestradiol,Cypermethrin,Diphenylamine,Estrone,Fipronil,Fludioxonil,TDCPP,Tebuconazole,Tonalid,Picolinafen,Triclosan,"1,3-Dinitrobenzene","2,2',4,4'-tetrabromodiphenyl ether (BDE-47)","2,2',5,5'-Tetrachlorobiphenyl (PCB #52)",Boscalid,"2,4,4'-Trichlorobiphenyl (PCB #28)",Dieldrin,Atrazine,Propiconazole,Terbuthylazine,Terbuthylazine-desethyl,oxy-Chlordane,Clopidogrel,Diazepam,Fenpropidin,Heptachlor,Myclobutanil,trans-Chlordane,"2,2',4,4',5-pentabromodiphenyl ether (BDE-99)",Azoxystrobin,Codeine,Fipronil sulfone,Lenacil,Benzophenone-1,Difenoconazole,Dimethomorph,Season
E 55,C. elaphus,Female,Fawn,2024-11-06,NA,<1,<2,NA,<4,NA,<1,6.3579477316958997,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,<4,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 56,C. elaphus,Male,Subadult,2024-11-20,NA,1.1687132501392401,<2,NA,<4,NA,<1,2.4872293672718202,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 57,C. elaphus,Male,Adult,2024-10-29,<1,2.3923704559847501,3.4638763523795002,NA,<4,<10,<1,<2,<1,<20,11.4368,<10,<4,NA,NA,<4,2.2382558933180499,13.778264104425,<1,<10,NA,1.2873186731424999,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 58,C. elaphus,Female,Fawn,2024-11-08,NA,1.28196001702171,<2,NA,<4,<10,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 59,C. elaphus,Female,Subadult,2024-11-21,NA,1.2827659546658901,<2,NA,<4,NA,NA,<2,5.14908045134068,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,<2,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 60,C. elaphus,Male,Subadult,2024-12-18,NA,1.34419194267576,<2,NA,4.91802905139913,NA,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,<4,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 61,C. elaphus,Female,Subadult,2024-12-11,NA,1.67462781076428,2.1236576252095798,NA,7.1014832829699897,NA,NA,2.6905751911219,1.2575635709717501,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 62,C. elaphus,Male,Fawn,2024-12-11,NA,1.5078576941722399,<2,NA,<4,NA,NA,20.649465407819399,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 63,C. elaphus,Male,Fawn,2024-12-17,NA,1.1599646527493901,<2,NA,<4,NA,NA,28.884627043715899,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 64,C. elaphus,Male,Fawn,2024-12-18,NA,1.2702525081914999,<2,NA,4.6749675324547004,NA,<1,2.3464423537988299,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,<4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 65,C. elaphus,Male,Subadult,2024-12-18,NA,1.0514153402523601,<2,NA,<4,<10,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 66,C. elaphus,Male,Subadult,2025-01-16,NA,1.5992829869142799,2.7334425259729702,NA,<4,NA,NA,43.277713363788401,1.0015106047657001,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,16.853494011234201,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 67,C. elaphus,Male,Subadult,2025-01-29,NA,1.22518976765906,<2,NA,5.26909883480542,NA,<1,5.8930009063688802,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,1.7914439631319501,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,<2,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 68,C. elaphus,Male,Adult,2025-01-30,NA,1.7075027223911401,2.0160984162517099,NA,<4,NA,<1,4.6754967245423904,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 69,C. elaphus,Male,Adult,2025-01-21,NA,1.69309453877335,2.6339358415921001,NA,<4,13.5523093820412,<1,6.0640165446611896,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 70,C. elaphus,Male,Subadult,2025-01-27,NA,1.94509390150079,2.9150786892962599,NA,7.2869032057392298,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 71,C. elaphus,Female,Adult,2025-01-30,NA,<1,<2,NA,<4,NA,NA,8.7118858671365604,1.0207078392369899,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,1.44672058756975,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 72,C. elaphus,Female,Fawn,2025-01-30,NA,1.9189342382251,<2,NA,14.548707777891901,NA,NA,7.65941658606455,1.02411276742075,<20,NA,<10,<4,<1,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 73,C. elaphus,Female,Adult,2025-01-30,NA,1.16485173039873,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 74,C. elaphus,Female,Subadult,2025-01-30,NA,1.1315346229371701,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 75,C. elaphus,Female,Subadult,2025-01-30,<1,3.51673323134855,5.5486637336366202,NA,5.2940144274028498,NA,<1,11.017580671074899,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 76,C. elaphus,Female,Adult,2025-01-30,NA,1.1181387117852,<2,NA,<4,NA,NA,14.8781887111423,<1,<20,NA,<10,<4,<1,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 77,C. elaphus,Female,Subadult,2025-01-30,NA,<1,<2,NA,9.5136124762209402,<10,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 78,C. elaphus,Female,Fawn,2025-01-30,NA,1.42422457053066,2.61132255045796,NA,14.0870560413154,NA,<1,18.1366621983044,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,2.0814102205359899,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 79,C. elaphus,Male,Subadult,2025-01-30,NA,1.3434071339474201,<2,NA,11.9068774122498,NA,NA,5.2076102549407102,<1,20.505395035907501,NA,<10,<4,NA,NA,<4,<2,<10,<1,11.2683768585979,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 80,C. elaphus,Female,Subadult,2025-01-30,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 81,C. elaphus,Female,Adult,2025-01-30,NA,1.6034759717780001,2.9135420724381502,NA,7.7750465080340803,NA,<1,2.84009112305269,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,NA,Saechs_Schw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 82,C. elaphus,Female,Subadult,2025-01-30,NA,1.9591206956383,3.48961006998345,NA,4.9432513396594304,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Saechs_Schw,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
E 83,C. elaphus,Female,Fawn,2025-01-30,NA,1.8269215652034401,2.7371403319550298,NA,5.4696767750551798,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,1.56182749265493,NA,NA,Saechs_Schw,8.4041814739931695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
L100,C. elaphus,Male,Subadult,2024-08-09,<1,2.0323006445983798,<2,NA,<4,NA,<1,<2,<1,<20,NA,20.4416323889096,<4,NA,<1,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36850753058423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L51,C. elaphus,Female,Adult,2024-08-05,<1,<1,<2,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,10.9208155810511,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L52,C. elaphus,Male,Fawn,2024-09-01,<1,1.7026513343921199,2.6749507765330498,NA,7.49727257343784,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L53,C. elaphus,Female,Fawn,2024-08-02,1.1780444582234599,6.0369191542572596,6.0946658761735302,NA,9.6648606574665799,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L54,C. elaphus,Male,Subadult,2024-08-16,<1,<1,<2,NA,12.691220879976299,NA,<1,3.3532097856540202,<1,<20,NA,13.1521889597871,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L55,C. elaphus,Female,Fawn,2024-08-05,<1,3.7594759341428601,4.3293295864839498,NA,4.8771560233252798,NA,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,2.1332863868307301,NA,NA,NA,NA,NA,Summer 2024
L56,C. elaphus,Female,Adult,2024-08-02,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L57,C. elaphus,Male,Fawn,2024-08-16,<1,2.3247984166142199,2.2199111161203602,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L58,C. elaphus,Female,Fawn,2024-08-17,<1,4.0312109367003099,4.9621314175420901,NA,<4,NA,<1,<2,<1,<20,NA,10.6608296369189,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,Summer 2024
L59,C. elaphus,Female,Fawn,2024-08-16,<1,3.5377702745401201,4.3634107206762103,NA,9.3008420714757705,NA,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0285283259999201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L60,C. elaphus,Female,Adult,2024-09-01,NA,<1,<2,NA,10.999090174575599,NA,NA,<2,<1,<20,6.9294082867878597,<10,<4,NA,<1,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,<1,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,Summer 2024
L61,C. elaphus,Male,Subadult,2024-09-01,<1,1.5471422964000201,<2,NA,<4,NA,NA,14.783168485186099,<1,39.468960368946298,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,Summer 2024
L62,C. elaphus,Female,Adult,2024-09-02,NA,<1,<2,NA,<4,NA,NA,7.6525204797289996,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L63,C. elaphus,Male,Subadult,2024-08-17,<1,1.47515499897679,<2,NA,8.7278169046274492,NA,NA,<2,1.32930427270879,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L64,C. elaphus,Female,Fawn,2024-09-01,<1,5.1181383675754901,5.7633695501535298,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,Summer 2024
L65,C. elaphus,Female,Adult,2024-09-01,<1,<1,<2,NA,<4,10.8869685763894,<1,<2,<1,47.847288489715197,8.5518099857660204,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L66,C. elaphus,Female,Fawn,2024-09-01,<1,2.1846028418135002,2.7074825156078801,NA,9.9720586834179201,NA,NA,4.1543619791008704,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L67,C. elaphus,Female,Adult,2024-08-05,<1,1.1430586082013401,<2,NA,<4,11.5673826570857,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L68,C. elaphus,Male,Fawn,2024-08-05,1.72317289857602,8.1767527780045501,8.6950791793204907,NA,5.6998867238493203,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L69,C. elaphus,Female,Adult,2024-08-06,<1,<1,<2,NA,7.1516093284486901,NA,NA,2.3236431429004099,<1,20.962982414758301,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L70,C. elaphus,Male,Subadult,2024-08-08,<1,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L71,C. elaphus,Female,Adult,2024-08-04,NA,<1,<2,NA,5.8643461593893402,10.637215922596599,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L72,C. elaphus,Female,Adult,2024-08-15,<1,<1,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,<,NA,NA,NA,NA,Summer 2024
L73,C. elaphus,Female,Fawn,2024-08-02,<1,1.93016940503719,2.4647381024481998,NA,<4,NA,<1,<2,<1,<20,<4,136.053749895788,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L74,C. elaphus,Male,Fawn,2024-08-06,<1,1.69007306531196,<2,NA,<4,NA,1.0128517573090301,<2,5.44132766563889,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L75,C. elaphus,Male,Fawn,2024-08-05,1.0941611705755201,6.8301259163276899,6.9329903937498996,NA,<4,16.559231785378898,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
